Country,Code,Year,Homicide_Count,Homicide_Rate
Colombia,COL,2000,26539.0,67.6754
Colombia,COL,2001,27840.0,69.88325
Colombia,COL,2002,28387.0,70.170975
Colombia,COL,2003,23523.0,57.29256
Colombia,COL,2004,20210.0,48.525425
Colombia,COL,2005,18111.0,42.895775
Colombia,COL,2006,17479.0,40.86465
Colombia,COL,2007,17198.0,39.712208
Colombia,COL,2008,16140.0,36.836437
Colombia,COL,2009,15817.0,35.693077
Colombia,COL,2010,15459.0,34.494293
Colombia,COL,2011,16127.0,35.59345
Colombia,COL,2012,16440.0,35.90898
Colombia,COL,2013,15422.0,33.35357
Colombia,COL,2014,13343.0,28.585234
Colombia,COL,2015,12783.0,27.128765
Colombia,COL,2016,12402.0,26.040422
Colombia,COL,2017,12298.0,25.434488
Colombia,COL,2018,12926.0,26.231325
Colombia,COL,2019,12925.0,25.753473
Colombia,COL,2020,12347.0,24.242764
Colombia,COL,2021,14159.0,27.484365
Cook Islands,COK,2012,0.6280951,3.489514
Costa Rica,CRI,1990,139.0,4.4011664
Costa Rica,CRI,1991,132.0,4.0748105
Costa Rica,CRI,1992,160.0,4.8164635
Costa Rica,CRI,1993,160.0,4.6984587
Costa Rica,CRI,1994,182.0,5.216167
Costa Rica,CRI,1995,184.0,5.1499414
Costa Rica,CRI,1996,189.0,5.1692533
Costa Rica,CRI,1997,210.0,5.615842
Costa Rica,CRI,1998,224.0,5.861693
Costa Rica,CRI,1999,245.0,6.279749
Costa Rica,CRI,2000,249.0,6.257551
Costa Rica,CRI,2001,257.0,6.340634
Costa Rica,CRI,2002,258.0,6.2581515
Costa Rica,CRI,2003,300.0,7.1622796
Costa Rica,CRI,2004,280.0,6.5838985
Costa Rica,CRI,2005,335.0,7.7620196
Costa Rica,CRI,2006,351.0,8.017045
Costa Rica,CRI,2007,369.0,8.310775
Costa Rica,CRI,2008,512.0,11.372923
Costa Rica,CRI,2009,525.0,11.505267
Costa Rica,CRI,2010,527.0,11.40137
Costa Rica,CRI,2011,474.0,10.128365
Costa Rica,CRI,2012,407.0,8.592673
Costa Rica,CRI,2013,411.0,8.577627
Costa Rica,CRI,2014,477.0,9.846647
Costa Rica,CRI,2015,557.0,11.378396
Costa Rica,CRI,2016,578.0,11.688089
Costa Rica,CRI,2017,603.0,12.074873
Costa Rica,CRI,2018,585.0,11.605453
Costa Rica,CRI,2019,563.0,11.0728
Costa Rica,CRI,2020,570.0,11.126065
Costa Rica,CRI,2021,588.0,11.40871
Croatia,HRV,1990,137.0,2.8110023
Croatia,HRV,1991,437.0,9.020497
Croatia,HRV,1992,387.0,8.065321
Croatia,HRV,1993,218.0,4.5488667
Croatia,HRV,1994,143.0,2.9671586
Croatia,HRV,1995,166.0,3.4532254
Croatia,HRV,1996,122.0,2.5637639
Croatia,HRV,1997,118.0,2.504578
Croatia,HRV,1998,105.0,2.2532516
Croatia,HRV,1999,111.0,2.4102511
Croatia,HRV,2000,101.0,2.2205446
Croatia,HRV,2001,81.0,1.7973005
Croatia,HRV,2002,73.0,1.6284217
Croatia,HRV,2003,69.0,1.5466903
Croatia,HRV,2004,83.0,1.86796
Croatia,HRV,2005,68.0,1.535099
Croatia,HRV,2006,74.0,1.6751331
Croatia,HRV,2007,62.0,1.4073216
Croatia,HRV,2008,71.0,1.6159633
Croatia,HRV,2009,49.0,1.1181778
Croatia,HRV,2010,62.0,1.4191923
Croatia,HRV,2011,49.0,1.1259601
Croatia,HRV,2012,51.0,1.1773956
Croatia,HRV,2013,46.0,1.0675694
Croatia,HRV,2014,36.0,0.8403416
Croatia,HRV,2015,37.0,0.86960304
Croatia,HRV,2016,44.0,1.041728
Croatia,HRV,2017,46.0,1.0972061
Croatia,HRV,2018,24.0,0.57685584
Croatia,HRV,2019,33.0,0.79907954
Croatia,HRV,2020,40.0,0.97635525
Croatia,HRV,2021,33.0,0.81278074
Cuba,CUB,1992,673.0,6.240873
Cuba,CUB,1993,802.0,7.3978868
Cuba,CUB,1994,901.0,8.275768
Cuba,CUB,1995,852.0,7.7974114
Cuba,CUB,1996,732.0,6.6769857
Cuba,CUB,1997,747.0,6.792064
Cuba,CUB,1998,818.0,7.413612
Cuba,CUB,1999,609.0,5.501308
Cuba,CUB,2000,587.0,5.2855306
Cuba,CUB,2001,605.0,5.4313054
Cuba,CUB,2002,661.0,5.9176097
Cuba,CUB,2003,642.0,5.7325435
Cuba,CUB,2004,660.0,5.8795786
Cuba,CUB,2005,684.0,6.082101
Cuba,CUB,2006,576.0,5.1151667
Cuba,CUB,2007,568.0,5.0399795
Cuba,CUB,2008,515.0,4.5669756
Cuba,CUB,2009,565.0,5.0074515
Cuba,CUB,2010,505.0,4.4728193
Cuba,CUB,2011,534.0,4.726203
Cuba,CUB,2012,621.0,5.4910607
Cuba,CUB,2013,674.0,5.953233
Cuba,CUB,2014,600.0,5.2947283
Cuba,CUB,2015,619.0,5.458605
Cuba,CUB,2016,572.0,5.043197
Cuba,CUB,2017,516.0,4.5517077
Cuba,CUB,2018,491.0,4.334299
Cuba,CUB,2019,500.0,4.4182506
Curacao,CUW,2001,10.0,7.110808
Curacao,CUW,2002,39.0,27.584743
Curacao,CUW,2003,43.0,30.047237
Curacao,CUW,2004,41.0,28.259686
Curacao,CUW,2005,26.0,17.655487
Curacao,CUW,2006,18.0,12.02694
Curacao,CUW,2007,26.0,17.091825
Cyprus,CYP,1990,5.0,0.6341154
Cyprus,CYP,1991,1.0,0.12514697
Cyprus,CYP,1992,2.0,0.24678227
Cyprus,CYP,1993,5.0,0.6053375
Cyprus,CYP,1994,7.0,0.8289478
Cyprus,CYP,1995,9.0,1.043578
Cyprus,CYP,1996,10.0,1.136288
Cyprus,CYP,1997,6.0,0.66854566
Cyprus,CYP,1998,7.0,0.7653117
Cyprus,CYP,1999,10.0,1.0734221
Cyprus,CYP,2000,8.0,0.8436705
Cyprus,CYP,2001,7.0,0.72551644
Cyprus,CYP,2002,2.0,0.20362565
Cyprus,CYP,2004,16.0,1.5706531
Cyprus,CYP,2005,20.0,1.9285259
Cyprus,CYP,2006,15.0,1.4212109
Cyprus,CYP,2007,13.0,1.2105714
Cyprus,CYP,2008,9.0,0.82388157
Cyprus,CYP,2009,19.0,1.710211
Cyprus,CYP,2010,8.0,0.7081617
Cyprus,CYP,2011,9.0,0.7859672
Cyprus,CYP,2012,22.0,1.9021984
Cyprus,CYP,2013,12.0,1.0283054
Cyprus,CYP,2014,11.0,0.9345834
Cyprus,CYP,2015,15.0,1.263392
Cyprus,CYP,2016,13.0,1.0852493
Cyprus,CYP,2017,7.0,0.5792194
Cyprus,CYP,2018,15.0,1.2306874
Cyprus,CYP,2019,15.0,1.2206669
Cyprus,CYP,2020,15.0,1.212085
Cyprus,CYP,2021,16.0,1.2859793
Czechia,CZE,1994,207.0,2.0055609
Czechia,CZE,1995,176.0,1.7067988
Czechia,CZE,1996,173.0,1.6803211
Czechia,CZE,1997,187.0,1.8192352
Czechia,CZE,1998,174.0,1.6952732
Czechia,CZE,1999,172.0,1.6781884
Czechia,CZE,2000,191.0,1.8661984
Czechia,CZE,2001,135.0,1.3196125
Czechia,CZE,2002,139.0,1.3576645
Czechia,CZE,2003,163.0,1.5905484
Czechia,CZE,2004,134.0,1.3059157
Czechia,CZE,2005,108.0,1.0505722
Czechia,CZE,2006,130.0,1.2615461
Czechia,CZE,2007,126.0,1.2188246
Czechia,CZE,2008,114.0,1.0984159
Czechia,CZE,2009,94.0,0.90198064
Czechia,CZE,2010,103.0,0.98425674
Czechia,CZE,2011,86.0,0.8193302
Czechia,CZE,2012,105.0,0.9989473
Czechia,CZE,2013,90.0,0.85595655
Czechia,CZE,2014,81.0,0.7701683
Czechia,CZE,2015,88.0,0.83620006
Czechia,CZE,2016,65.0,0.6174252
Czechia,CZE,2017,66.0,0.62670296
Czechia,CZE,2019,97.0,0.9205769
Czechia,CZE,2020,77.0,0.73117787
Czechia,CZE,2021,47.0,0.44716123
Denmark,DNK,1990,41.0,0.7969485
Denmark,DNK,1991,68.0,1.3182573
Denmark,DNK,1992,62.0,1.1979591
Denmark,DNK,1993,71.0,1.367021
Denmark,DNK,1994,75.0,1.4384903
Denmark,DNK,1995,59.0,1.1269873
Denmark,DNK,1996,68.0,1.2937577
Denmark,DNK,1997,88.0,1.6674936
Denmark,DNK,1998,49.0,0.9247042
Denmark,DNK,1999,52.0,0.97747046
Denmark,DNK,2000,58.0,1.0860091
Denmark,DNK,2001,52.0,0.9700138
Denmark,DNK,2002,48.0,0.89240944
Denmark,DNK,2010,42.0,0.7566411
Denmark,DNK,2011,46.0,0.8249618
Denmark,DNK,2012,47.0,0.83914196
Denmark,DNK,2013,48.0,0.853275
Denmark,DNK,2014,74.0,1.3095833
Denmark,DNK,2015,62.0,1.0919731
Denmark,DNK,2016,56.0,0.9812757
Denmark,DNK,2017,71.0,1.2375193
Denmark,DNK,2018,58.0,1.005777
Denmark,DNK,2019,66.0,1.1387403
Denmark,DNK,2020,55.0,0.9441021
Denmark,DNK,2021,47.0,0.80283684
Dominica,DMA,1998,9.0,13.055209
Dominica,DMA,1999,7.0,10.189599
Dominica,DMA,2000,2.0,2.926287
Dominica,DMA,2001,1.0,1.4672976
Dominica,DMA,2002,9.0,13.184495
Dominica,DMA,2003,8.0,11.688643
Dominica,DMA,2004,8.0,11.666229
Dominica,DMA,2005,8.0,11.649326
Dominica,DMA,2006,5.0,7.273574
Dominica,DMA,2007,7.0,10.178117
Dominica,DMA,2008,7.0,10.177081
Dominica,DMA,2009,13.0,18.899057
Dominica,DMA,2010,15.0,21.816595
Dominica,DMA,2011,6.0,8.728289
Dominica,DMA,2014,9.0,12.973721
Dominica,DMA,2015,9.0,12.855949
Dominica,DMA,2016,16.0,22.83268
Dominica,DMA,2017,19.0,26.987486
Dominica,DMA,2018,13.0,18.35575
Dominica,DMA,2019,13.0,18.200146
Dominica,DMA,2020,15.0,20.834925
Dominica,DMA,2021,10.0,13.809771
Dominican Republic,DOM,1991,908.0,12.4752655
Dominican Republic,DOM,1992,807.0,10.865263
Dominican Republic,DOM,1993,930.0,12.275487
Dominican Republic,DOM,1994,1005.0,13.011504
Dominican Republic,DOM,1995,1007.0,12.795827
Dominican Republic,DOM,1996,1032.0,12.880175
Dominican Republic,DOM,1997,1038.0,12.736077
Dominican Republic,DOM,1998,1121.0,13.535172
Dominican Republic,DOM,1999,1066.0,12.673316
Dominican Republic,DOM,2000,1210.0,14.167305
Dominican Republic,DOM,2001,1095.0,12.631157
Dominican Republic,DOM,2002,1279.0,14.542187
Dominican Republic,DOM,2003,1902.0,21.323223
Dominican Republic,DOM,2004,2239.0,24.759134
Dominican Republic,DOM,2005,2394.0,26.121775
Dominican Republic,DOM,2006,2144.0,23.093077
Dominican Republic,DOM,2007,2111.0,22.452177
Dominican Republic,DOM,2008,2394.0,25.139275
Dominican Republic,DOM,2009,2375.0,24.616344
Dominican Republic,DOM,2010,2474.0,25.307508
Dominican Republic,DOM,2011,2513.0,25.37426
Dominican Republic,DOM,2012,2268.0,22.610174
Dominican Republic,DOM,2013,1978.0,19.474157
Dominican Republic,DOM,2014,1810.0,17.603382
Dominican Republic,DOM,2016,1616.0,15.35014
Dominican Republic,DOM,2017,1216.0,11.420795
Dominican Republic,DOM,2018,1068.0,9.920551
Dominican Republic,DOM,2019,1026.0,9.428515
Dominican Republic,DOM,2020,961.0,8.73663
Dominican Republic,DOM,2021,1172.0,10.541584
East Timor,TLS,2004,23.0,2.4313192
East Timor,TLS,2005,46.0,4.7456264
East Timor,TLS,2006,49.0,4.9267797
East Timor,TLS,2007,62.0,6.082236
East Timor,TLS,2008,35.0,3.3554585
East Timor,TLS,2009,32.0,3.0031722
East Timor,TLS,2010,39.0,3.5829568
East Timor,TLS,2015,49.0,4.063648
Ecuador,ECU,1990,892.0,8.536018
Ecuador,ECU,1991,1153.0,10.789536
Ecuador,ECU,1992,935.0,8.566804
Ecuador,ECU,1993,926.0,8.317742
Ecuador,ECU,1994,1139.0,10.037319
Ecuador,ECU,1995,1372.1305,11.867914
Ecuador,ECU,1996,1462.6499,12.421422
Ecuador,ECU,1997,1316.5642,10.982498
Ecuador,ECU,1998,1642.7925,13.46585
Ecuador,ECU,1999,1682.0,13.551352
Ecuador,ECU,2000,1833.0,14.517079
Ecuador,ECU,2001,1658.0,12.907223
Ecuador,ECU,2002,1906.0,14.582335
Ecuador,ECU,2007,2273.0,15.948823
Ecuador,ECU,2008,2607.0,17.983282
Ecuador,ECU,2009,2625.0,17.805342
Ecuador,ECU,2010,2624.0,17.505487
Ecuador,ECU,2011,2343.0,15.376308
Ecuador,ECU,2012,1922.0,12.412907
Ecuador,ECU,2013,1725.0,10.971196
Ecuador,ECU,2014,1310.0,8.209052
Ecuador,ECU,2015,1050.0,6.4831214
Ecuador,ECU,2016,959.0,5.8334804
Ecuador,ECU,2017,970.0,5.8094463
Ecuador,ECU,2018,994.0,5.841674
Ecuador,ECU,2019,1187.0,6.843968
Ecuador,ECU,2020,1372.0,7.800509
Ecuador,ECU,2021,2496.0,14.024255
Egypt,EGY,1990,269.0,0.47015947
Egypt,EGY,1991,288.0,0.49137506
Egypt,EGY,1992,276.0,0.46008325
Egypt,EGY,1993,244.0,0.39750937
Egypt,EGY,1994,231.0,0.36797592
Egypt,EGY,2003,471.0,0.62003607
Egypt,EGY,2004,322.0,0.41536367
Egypt,EGY,2005,522.0,0.6601302
Egypt,EGY,2006,549.0,0.6808908
Egypt,EGY,2007,680.0,0.8270619
Egypt,EGY,2008,967.0,1.1533216
Egypt,EGY,2009,912.0,1.0666534
Egypt,EGY,2010,1839.0,2.1076782
Egypt,EGY,2011,2703.0,3.0302672
Egypt,EGY,2012,2207.0,2.4188852
Egypt,EGY,2014,2890.0,3.0232553
Egypt,EGY,2015,1711.0,1.750853
Egypt,EGY,2016,1532.0,1.5353159
Egypt,EGY,2017,1360.0,1.3360921
El Salvador,SLV,1994,7673.0,134.77866
El Salvador,SLV,1995,7977.0,138.77399
El Salvador,SLV,1996,6792.0,117.16123
El Salvador,SLV,1997,6573.0,112.50055
El Salvador,SLV,1998,5584.0,94.88397
El Salvador,SLV,1999,3845.0,64.90709
El Salvador,SLV,2000,3551.0,59.595715
El Salvador,SLV,2001,3590.0,59.95229
El Salvador,SLV,2002,2835.0,47.161377
El Salvador,SLV,2003,3356.0,55.684162
El Salvador,SLV,2004,3897.0,64.56631
El Salvador,SLV,2005,3882.0,64.29476
El Salvador,SLV,2006,3927.0,65.07651
El Salvador,SLV,2007,3497.0,57.85778
El Salvador,SLV,2008,3179.0,52.38873
El Salvador,SLV,2009,4382.0,71.939995
El Salvador,SLV,2010,3987.0,65.210625
El Salvador,SLV,2011,4371.0,71.21968
El Salvador,SLV,2012,2594.0,42.10158
El Salvador,SLV,2013,2513.0,40.62634
El Salvador,SLV,2014,3921.0,63.144913
El Salvador,SLV,2015,6656.0,106.8196
El Salvador,SLV,2016,5276.0,84.40911
El Salvador,SLV,2017,3962.0,63.223526
El Salvador,SLV,2018,3346.0,53.311302
El Salvador,SLV,2019,2398.0,38.183395
El Salvador,SLV,2020,1341.0,21.310303
El Salvador,SLV,2021,1147.0,18.165499
Eritrea,ERI,2012,474.0,14.572975
Estonia,EST,1990,118.0,7.512698
Estonia,EST,1991,119.0,7.6007886
Estonia,EST,1992,217.0,14.0874195
Estonia,EST,1993,282.0,18.744572
Estonia,EST,1994,302.0,20.464489
Estonia,EST,1995,246.0,16.933111
Estonia,EST,1996,214.0,14.916322
Estonia,EST,1997,178.0,12.522072
Estonia,EST,1998,196.0,13.889416
Estonia,EST,1999,157.0,11.186332
Estonia,EST,2000,143.0,10.237125
Estonia,EST,2001,137.0,9.870357
Estonia,EST,2002,142.0,10.295525
Estonia,EST,2007,96.0,7.161109
Estonia,EST,2008,86.0,6.432258
Estonia,EST,2009,70.0,5.245208
Estonia,EST,2010,70.0,5.2570906
Estonia,EST,2011,65.0,4.8966837
Estonia,EST,2012,63.0,4.7630496
Estonia,EST,2013,52.0,3.9454272
Estonia,EST,2014,41.0,3.118995
Estonia,EST,2015,45.0,3.4229474
Estonia,EST,2016,33.0,2.5077407
Estonia,EST,2017,29.0,2.2010574
Estonia,EST,2018,28.0,2.1177669
Estonia,EST,2019,26.0,1.9592499
Estonia,EST,2020,42.0,3.1592155
Estonia,EST,2021,26.0,1.9567984
Eswatini,SWZ,1990,163.0,19.086405
Eswatini,SWZ,1991,170.0,19.107317
Eswatini,SWZ,1992,174.0,18.807455
Eswatini,SWZ,1993,174.0,18.249496
Eswatini,SWZ,1994,152.0,15.9373
Eswatini,SWZ,1998,165.0,16.415339
Eswatini,SWZ,1999,114.0,11.19436
Eswatini,SWZ,2000,128.0,12.421197
Eswatini,SWZ,2001,184.0,17.66859
Eswatini,SWZ,2002,134.0,12.752086
Eswatini,SWZ,2003,135.0,12.7503195
Eswatini,SWZ,2004,146.0,13.6991
Eswatini,SWZ,2005,139.0,12.967797
Eswatini,SWZ,2006,127.0,11.783978
Eswatini,SWZ,2007,121.0,11.162274
Eswatini,SWZ,2008,217.0,19.910631
Eswatini,SWZ,2009,187.0,17.079403
Eswatini,SWZ,2010,208.0,18.910467
Eswatini,SWZ,2011,172.0,15.560379
Eswatini,SWZ,2012,104.0,9.357197
Eswatini,SWZ,2013,102.0,9.120832
Eswatini,SWZ,2014,118.0,10.48083
Eswatini,SWZ,2015,112.0,9.877101
Eswatini,SWZ,2016,116.0,10.15296
Eswatini,SWZ,2017,130.0,11.290696
Eswatini,SWZ,2021,151.0,12.664906
Ethiopia,ETH,2012,8153.0,8.631964
Europe (UN),,2000,56495.34,7.7709756
Europe (UN),,2001,58662.887,8.07029
Europe (UN),,2002,59282.805,8.155012
Europe (UN),,2003,55778.406,7.668064
Europe (UN),,2004,52251.035,7.176179
Europe (UN),,2005,47558.305,6.523952
Europe (UN),,2006,40078.418,5.4910893
Europe (UN),,2007,36174.85,4.9456253
Europe (UN),,2008,28298.129,3.858812
Europe (UN),,2009,26951.041,3.667208
Europe (UN),,2010,25660.123,3.4851217
Europe (UN),,2011,25099.045,3.402852
Europe (UN),,2012,24991.02,3.3826323
Europe (UN),,2013,24706.932,3.3395998
Europe (UN),,2014,25334.215,3.4196727
Europe (UN),,2015,25662.701,3.4586172
Europe (UN),,2016,24792.459,3.3354065
Europe (UN),,2017,21863.088,2.9369102
Europe (UN),,2018,19539.379,2.6214626
Europe (UN),,2019,18340.006,2.4577613
Europe (UN),,2020,17684.45,2.3697846
Europe (UN),,2021,16719.234,2.244574
Fiji,FJI,1990,32.0,4.1003036
Fiji,FJI,1991,17.0,2.1660686
Fiji,FJI,1992,26.0,3.304279
Fiji,FJI,1993,15.0,1.9006625
Fiji,FJI,1994,35.0,4.425878
Fiji,FJI,1995,24.0,3.0293622
Fiji,FJI,1996,13.0,1.6320617
Fiji,FJI,1997,13.0,1.6157659
Fiji,FJI,2003,25.0,2.912716
Fiji,FJI,2004,23.0,2.653761
Fiji,FJI,2005,23.0,2.6288013
Fiji,FJI,2006,22.0,2.491272
Fiji,FJI,2007,21.0,2.3578339
Fiji,FJI,2008,17.0,1.8957758
Fiji,FJI,2009,29.0,3.2172801
Fiji,FJI,2010,20.0,2.2095308
Fiji,FJI,2011,20.0,2.2017837
Fiji,FJI,2012,20.0,2.1952474
Fiji,FJI,2013,19.0,2.0800195
Fiji,FJI,2014,20.0,2.1844554
Fiji,FJI,2020,20.0,2.1729164
Finland,FIN,1990,152.0,3.0482028
Finland,FIN,1991,154.0,3.0714896
Finland,FIN,1992,156.0,3.093936
Finland,FIN,1993,130.0,2.5658207
Finland,FIN,1994,147.0,2.8888726
Finland,FIN,1995,146.0,2.8582935
Finland,FIN,1996,153.0,2.98553
Finland,FIN,1997,139.0,2.7043104
Finland,FIN,1998,113.0,2.1926656
Finland,FIN,1999,143.0,2.7683718
Finland,FIN,2000,148.0,2.8592353
Finland,FIN,2001,156.0,3.0069377
Finland,FIN,2002,132.0,2.5381708
Finland,FIN,2003,103.0,1.9758338
Finland,FIN,2004,148.0,2.8308342
Finland,FIN,2005,119.0,2.2683642
Finland,FIN,2006,119.0,2.2596722
Finland,FIN,2007,129.0,2.4391677
Finland,FIN,2008,133.0,2.5031288
Finland,FIN,2009,120.0,2.2476897
Finland,FIN,2010,118.0,2.2001498
Finland,FIN,2011,110.0,2.041511
Finland,FIN,2012,89.0,1.6439292
Finland,FIN,2013,89.0,1.6363689
Finland,FIN,2014,88.0,1.6112968
Finland,FIN,2015,82.0,1.4964975
Finland,FIN,2016,74.0,1.3466251
Finland,FIN,2017,67.0,1.2163817
Finland,FIN,2018,86.0,1.5592532
Finland,FIN,2019,81.0,1.466983
Finland,FIN,2020,91.0,1.645728
France,FRA,1990,1355.0,2.401933
France,FRA,1991,1355.0,2.392082
France,FRA,1992,1342.0,2.360015
France,FRA,1993,1519.0,2.6624026
France,FRA,1994,1406.0,2.4567506
France,FRA,1995,1336.0,2.3267012
France,FRA,1996,1171.0,2.0321684
France,FRA,1997,963.0,1.6649561
France,FRA,1998,961.0,1.6546046
France,FRA,1999,953.0,1.6331859
France,FRA,2000,1051.0,1.7915143
France,FRA,2001,1047.0,1.774132
France,FRA,2002,1119.0,1.8847018
France,FRA,2003,987.0,1.652484
France,FRA,2004,990.0,1.6470233
France,FRA,2005,976.0,1.6129544
France,FRA,2006,879.0,1.442896
France,FRA,2007,993.0,1.6191262
France,FRA,2008,1021.0,1.654218
France,FRA,2009,819.0,1.318983
France,FRA,2010,796.0,1.2747306
France,FRA,2011,856.0,1.3635943
France,FRA,2012,784.0,1.2430353
France,FRA,2013,777.0,1.2268063
France,FRA,2014,792.0,1.2455084
France,FRA,2015,1012.0,1.5859641
France,FRA,2016,779.0,1.2173907
France,FRA,2017,710.0,1.106883
France,FRA,2018,696.0,1.0827998
France,FRA,2019,753.0,1.1692591
France,FRA,2020,692.0,1.0732001
France,FRA,2021,734.0,1.13743
French Guiana,GUF,2004,58.0,29.944216
French Guiana,GUF,2005,45.0,22.35925
French Guiana,GUF,2006,42.0,20.204985
French Guiana,GUF,2007,28.0,13.126836
French Guiana,GUF,2008,32.0,14.644203
French Guiana,GUF,2009,30.0,13.421408
French Guiana,GUF,2018,35.96411,13.000024
French Guiana,GUF,2019,37.781708,13.300023
French Guiana,GUF,2020,38.69901,13.300023
French Polynesia,PYF,2006,3.0,1.0913019
French Polynesia,PYF,2007,7.0,2.5163789
French Polynesia,PYF,2008,9.0,3.2078872
French Polynesia,PYF,2009,1.0,0.35425505
Georgia,GEO,1990,270.0,5.0077567
Georgia,GEO,1991,419.0,7.872824
Georgia,GEO,1992,770.0,14.696543
Georgia,GEO,1993,878.0,17.123318
Georgia,GEO,1994,578.0,11.564827
Georgia,GEO,1995,391.0,8.016112
Georgia,GEO,1996,270.0,5.6707535
Georgia,GEO,1997,285.0,6.142199
Georgia,GEO,1998,243.0,5.378004
Georgia,GEO,1999,244.0,5.5523944
Georgia,GEO,2000,239.0,5.6035256
Georgia,GEO,2001,263.0,6.345788
Georgia,GEO,2002,292.0,7.1901217
Georgia,GEO,2004,298.0,7.470807
Georgia,GEO,2005,403.0,10.173732
Georgia,GEO,2006,323.0,8.21075
Georgia,GEO,2007,330.0,8.447523
Georgia,GEO,2008,263.0,6.7788773
Georgia,GEO,2009,210.0,5.447189
Georgia,GEO,2010,187.0,4.8738136
Georgia,GEO,2016,39.0,1.0341783
Georgia,GEO,2017,91.0,2.4125772
Georgia,GEO,2018,89.0,2.3592877
Georgia,GEO,2019,77.0,2.0420012
Germany,DEU,1990,931.0,1.1729844
Germany,DEU,1991,1127.0,1.4122455
Germany,DEU,1992,1158.0,1.4437997
Germany,DEU,1993,1348.0,1.6730069
Germany,DEU,1994,1949.0,2.4096794
Germany,DEU,1995,2032.0,2.5048301
Germany,DEU,1996,1923.0,2.3652885
Germany,DEU,1997,1800.0,2.2103224
Germany,DEU,1998,1602.0,1.9650563
Germany,DEU,1999,1326.0,1.6258575
Germany,DEU,2000,1364.0,1.6725591
Germany,DEU,2001,1181.0,1.4488208
Germany,DEU,2002,1172.0,1.4390358
Germany,DEU,2003,1097.0,1.3485471
Germany,DEU,2004,1112.0,1.3683347
Germany,DEU,2005,1044.0,1.2855216
Germany,DEU,2006,988.0,1.2170813
Germany,DEU,2007,888.0,1.0938139
Germany,DEU,2008,831.0,1.0231787
Germany,DEU,2009,803.0,0.9881786
Germany,DEU,2010,793.0,0.97509885
Germany,DEU,2011,738.0,0.9063736
Germany,DEU,2012,659.0,0.8081371
Germany,DEU,2013,682.0,0.8349597
Germany,DEU,2014,716.0,0.87467664
Germany,DEU,2015,682.0,0.8309653
Germany,DEU,2016,963.0,1.1696628
Germany,DEU,2017,813.0,0.9839711
Germany,DEU,2018,788.0,0.9505807
Germany,DEU,2019,623.0,0.7492651
Germany,DEU,2020,782.0,0.93844897
Germany,DEU,2021,695.0,0.83324784
Ghana,GHA,2001,433.0,2.144034
Ghana,GHA,2002,401.0,1.931755
Ghana,GHA,2003,436.0,2.044116
Ghana,GHA,2004,452.0,2.06332
Ghana,GHA,2005,393.0,1.7469034
Ghana,GHA,2006,412.0,1.783659
Ghana,GHA,2007,399.0,1.6829535
Ghana,GHA,2008,430.0,1.7676497
Ghana,GHA,2009,427.0,1.7113706
Ghana,GHA,2010,422.0,1.650067
Ghana,GHA,2011,423.0,1.6141378
Ghana,GHA,2012,560.0,2.0849807
Ghana,GHA,2013,551.0,2.001773
Ghana,GHA,2014,543.0,1.9257805
Ghana,GHA,2015,525.0,1.8184376
Ghana,GHA,2016,549.0,1.8575976
Ghana,GHA,2017,609.0,2.015071
Ghana,GHA,2018,500.0,1.6196619
Ghana,GHA,2019,571.0,1.8114166
Ghana,GHA,2020,555.0,1.7246522
Ghana,GHA,2021,603.0,1.8365651
Gibraltar,GIB,2009,0.0,0.0
Gibraltar,GIB,2010,1.0,3.1987717
Greece,GRC,1990,104.0,1.0094877
Greece,GRC,1991,138.0,1.3280025
Greece,GRC,1992,137.0,1.307453
Greece,GRC,1993,150.0,1.4199919
Greece,GRC,1994,133.0,1.2491293
Greece,GRC,1995,151.0,1.4075413
Greece,GRC,1996,169.0,1.5642636
Greece,GRC,1997,203.0,1.8666197
Greece,GRC,1998,176.0,1.6088524
Greece,GRC,1999,155.0,1.4098777
Greece,GRC,2001,132.0,1.1921769
Greece,GRC,2002,94.0,0.8471051
Greece,GRC,2004,111.0,0.9986423
Greece,GRC,2005,132.0,1.1877502
Greece,GRC,2006,110.0,0.99044734
Greece,GRC,2007,130.0,1.1720695
Greece,GRC,2008,144.0,1.3003874
Greece,GRC,2009,152.0,1.3748817
Greece,GRC,2010,176.0,1.5951011
Greece,GRC,2011,184.0,1.6720091
Greece,GRC,2012,166.0,1.5140965
Greece,GRC,2013,153.0,1.4018042
Greece,GRC,2014,107.0,0.9849978
Greece,GRC,2015,93.0,0.86058193
Greece,GRC,2016,84.0,0.7814141
Greece,GRC,2017,86.0,0.8043225
Greece,GRC,2018,99.0,0.93104
Greece,GRC,2019,78.0,0.7376567
Greece,GRC,2020,78.0,0.7419928
Greece,GRC,2021,89.0,0.85205257
Greenland,GRL,1992,13.0,23.344557
Greenland,GRL,1993,12.0,21.540892
Greenland,GRL,1994,6.0,10.771896
Greenland,GRL,1995,11.0,19.717678
Greenland,GRL,1996,3.0,5.360972
Greenland,GRL,1997,11.0,19.617634
Greenland,GRL,1998,6.0,10.690899
Greenland,GRL,1999,11.0,19.605572
Greenland,GRL,2000,13.0,23.13826
Greenland,GRL,2001,17.0,30.149328
Greenland,GRL,2002,12.0,21.214533
Greenland,GRL,2003,5.0,8.813911
Greenland,GRL,2004,11.0,19.34372
Greenland,GRL,2005,10.0,17.578709
